"PERIODO","MES","DIA","accidentes_choque","estimaciones_choque","accidentes_atropello","estimaciones_atropello","accidentes_caida_ocupante","estimaciones_caida_ocupante","accidentes_volcamiento","estimaciones_volcamiento","accidentes_otro","estimaciones_otro"
2015,"3","31",70,94,18,13,11,13,0,0,8,14
2015,"4","1",87,85,15,13,13,12,6,3,15,13
2015,"4","2",39,47,11,10,6,9,3,4,11,11
2015,"4","3",27,47,1,10,8,9,2,3,6,10
2015,"4","4",50,67,5,12,9,8,1,3,14,11
2015,"4","5",36,23,6,8,8,6,2,2,10,8
2015,"4","6",100,75,10,9,7,11,4,4,12,13
2015,"4","7",73,82,19,10,10,10,2,4,12,13
2015,"4","8",97,80,9,11,19,11,6,3,15,13
2015,"4","9",83,83,15,10,7,12,5,4,17,14
2015,"4","10",105,93,12,11,17,11,4,4,13,14
2015,"4","11",93,84,15,14,9,10,3,3,11,11
2015,"4","12",54,52,4,11,5,10,3,3,17,10
2015,"4","13",100,92,16,11,13,11,7,4,16,14
2015,"4","14",71,97,12,12,19,11,3,4,18,14
2015,"4","15",70,91,11,12,18,12,6,4,18,14
2015,"4","16",97,86,17,11,17,11,3,4,18,15
2015,"4","17",101,96,8,13,18,13,11,4,17,14
2015,"4","18",88,84,14,13,15,10,3,4,10,12
2015,"4","19",39,51,13,11,8,11,0,0,6,11
2015,"4","20",114,88,14,11,9,14,4,4,8,13
2015,"4","21",106,95,14,13,14,11,8,4,14,13
2015,"4","22",72,96,16,12,10,11,2,5,10,12
2015,"4","23",118,88,15,12,10,12,3,4,8,13
2015,"4","24",112,100,18,13,15,10,2,4,11,12
2015,"4","25",82,89,16,17,10,11,7,4,10,10
2015,"4","26",70,53,14,12,18,10,1,3,17,10
2015,"4","27",109,99,18,15,6,13,3,4,10,13
2015,"4","28",102,99,19,14,15,12,6,4,18,13
2015,"4","29",103,99,14,13,7,11,5,4,17,14
2015,"4","30",105,94,11,13,11,12,3,4,13,14
2015,"5","1",58,58,16,12,13,9,3,4,5,12
2015,"5","2",82,83,14,15,9,11,3,3,15,12
2015,"5","3",54,51,8,12,12,9,1,3,15,11
2015,"5","4",89,92,16,13,17,12,7,4,28,15
2015,"5","5",94,96,10,12,14,12,0,0,15,16
2015,"5","6",72,91,11,13,26,12,3,4,14,16
2015,"5","7",107,87,20,13,13,14,1,4,10,17
2015,"5","8",92,98,14,14,9,15,2,3,12,14
2015,"5","9",109,84,18,14,13,10,3,4,14,12
2015,"5","10",76,54,12,13,11,10,4,3,13,11
2015,"5","11",97,100,16,15,19,14,7,4,14,14
2015,"5","12",114,102,19,14,18,13,3,4,14,15
2015,"5","13",107,102,8,15,11,14,5,4,10,14
2015,"5","14",92,97,10,14,8,12,5,4,8,14
2015,"5","15",103,104,15,13,14,12,9,4,12,13
2015,"5","16",97,90,19,14,7,11,5,4,16,11
2015,"5","17",41,55,16,11,8,10,4,4,9,11
2015,"5","18",52,47,13,9,9,8,7,4,8,12
2015,"5","19",101,89,19,12,10,11,1,4,13,15
2015,"5","20",90,89,15,13,19,11,2,5,8,14
2015,"5","21",91,88,12,15,17,13,5,4,21,14
2015,"5","22",103,97,20,14,13,12,6,4,18,14
2015,"5","23",90,84,17,16,9,11,3,4,7,12
2015,"5","24",35,52,11,12,11,10,4,3,13,11
2015,"5","25",87,92,16,11,23,13,6,4,24,16
2015,"5","26",84,96,18,14,16,13,2,4,13,16
2015,"5","27",94,90,19,14,15,13,2,4,18,15
2015,"5","28",93,89,12,14,7,13,4,4,17,16
2015,"5","29",95,97,14,14,6,11,4,4,26,15
2015,"5","30",101,84,7,14,10,10,2,4,9,13
2015,"5","31",55,53,15,13,13,9,3,3,14,12
2015,"6","1",91,94,12,13,16,12,5,4,20,14
2015,"6","2",86,97,18,13,10,11,4,4,16,16
2015,"6","3",120,91,24,11,14,10,0,0,17,15
2015,"6","4",87,94,10,13,10,13,4,4,18,16
2015,"6","5",89,100,19,13,12,10,5,4,11,15
2015,"6","6",104,84,16,16,12,10,6,3,12,12
2015,"6","7",49,53,16,13,13,9,7,3,6,11
2015,"6","8",42,46,10,11,15,8,3,4,7,11
2015,"6","9",93,88,14,14,11,11,3,4,16,13
2015,"6","10",97,86,11,11,25,11,7,4,11,14
2015,"6","11",82,87,19,14,5,12,4,4,8,14
2015,"6","12",102,91,11,12,6,12,3,4,11,13
2015,"6","13",74,80,9,14,4,8,2,4,13,11
2015,"6","14",49,49,13,10,8,8,5,3,11,11
2015,"6","15",41,44,11,9,9,8,4,4,20,11
2015,"6","16",107,86,11,11,10,9,4,4,6,15
2015,"6","17",80,85,18,12,7,9,10,4,9,14
2015,"6","18",84,83,14,11,11,10,3,4,12,14
2015,"6","19",105,91,15,13,14,10,2,4,15,13
2015,"6","20",75,82,15,14,21,9,6,3,8,11
2015,"6","21",51,50,7,13,10,9,4,3,8,11
2015,"6","22",74,90,7,11,17,12,2,5,10,13
2015,"6","23",84,91,16,13,15,11,4,4,3,14
2015,"6","24",101,86,13,12,6,12,4,3,13,13
2015,"6","25",70,86,12,11,12,11,7,4,9,14
2015,"6","26",88,92,15,12,17,9,8,4,9,13
2015,"6","27",78,80,21,13,11,10,6,4,10,11
2015,"6","28",35,49,9,11,1,10,0,0,6,10
2015,"6","29",44,42,10,8,10,7,5,4,6,10
2015,"6","30",102,82,13,12,8,9,9,4,9,13
2015,"7","1",91,84,11,12,11,10,2,5,9,13
2015,"7","2",87,85,13,12,9,11,2,5,12,14
2015,"7","3",87,94,16,13,5,10,3,4,14,13
2015,"7","4",78,80,23,12,12,9,6,4,8,12
2015,"7","5",55,50,11,11,4,8,5,3,7,11
2015,"7","6",96,91,13,11,25,11,11,5,7,14
2015,"7","7",92,97,21,14,17,11,3,4,13,14
2015,"7","8",95,93,14,14,10,13,12,4,22,13
2015,"7","9",96,91,16,12,11,11,10,5,8,15
2015,"7","10",89,100,20,15,4,11,7,5,17,14
2015,"7","11",82,85,11,14,11,10,5,5,12,12
2015,"7","12",59,52,16,12,9,8,5,4,18,12
2015,"7","13",102,95,10,13,15,12,7,5,19,15
2015,"7","14",95,100,11,13,15,10,7,5,18,16
2015,"7","15",89,96,16,12,9,10,12,5,36,16
2015,"7","16",93,94,9,11,7,10,12,5,16,18
2015,"7","17",110,100,17,11,9,9,6,6,14,16
2015,"7","18",85,88,18,14,11,10,11,5,9,14
2015,"7","19",40,54,10,11,13,8,9,4,14,12
2015,"7","20",48,52,14,9,7,9,11,6,6,12
2015,"7","21",110,88,9,11,13,10,3,5,9,14
2015,"7","22",83,90,10,12,14,11,3,6,10,14
2015,"7","23",91,88,11,12,4,11,4,4,17,14
2015,"7","24",88,95,15,13,13,10,3,5,15,14
2015,"7","25",90,83,17,12,7,9,2,4,16,12
2015,"7","26",47,51,9,11,8,9,2,3,13,11
2015,"7","27",104,93,11,10,14,11,2,4,12,15
2015,"7","28",106,97,7,12,13,11,9,4,10,15
2015,"7","29",105,96,19,12,13,10,4,4,22,14
2015,"7","30",88,96,10,12,16,11,4,4,17,15
2015,"7","31",111,104,13,13,7,11,3,3,7,15
2015,"8","1",82,87,18,14,6,11,5,4,13,12
2015,"8","2",66,54,14,11,13,9,6,3,12,11
2015,"8","3",120,97,12,15,24,14,4,5,6,14
2015,"8","4",106,104,8,15,10,13,13,5,16,13
2015,"8","5",114,100,14,11,14,12,3,5,11,14
2015,"8","6",109,99,17,14,6,13,3,6,14,13
2015,"8","7",64,60,11,11,10,11,8,4,11,10
2015,"8","8",93,87,15,14,27,10,4,4,8,12
2015,"8","9",57,55,15,13,8,12,4,3,5,10
2015,"8","10",95,94,11,12,15,15,4,5,13,13
2015,"8","11",95,97,12,13,14,11,5,4,11,13
2015,"8","12",72,93,20,12,4,13,6,4,15,13
2015,"8","13",88,86,14,11,14,13,5,4,13,14
2015,"8","14",117,97,11,14,8,12,7,4,13,14
2015,"8","15",98,86,16,15,14,10,3,5,13,11
2015,"8","16",50,54,10,13,22,11,8,3,19,11
2015,"8","17",48,48,9,11,8,9,4,4,13,12
2015,"8","18",119,90,12,12,22,12,14,4,28,15
2015,"8","19",79,96,15,12,11,12,3,5,12,15
2015,"8","20",94,89,10,12,16,15,7,5,10,16
2015,"8","21",90,97,5,14,9,12,8,4,11,14
2015,"8","22",69,82,9,13,13,10,3,6,7,12
2015,"8","23",40,50,7,11,11,10,2,4,16,10
2015,"8","24",90,90,14,10,18,15,6,4,37,14
2015,"8","25",83,95,11,10,16,13,3,4,10,16
2015,"8","26",96,88,8,12,12,13,6,4,17,15
2015,"8","27",75,88,21,11,12,13,5,5,22,16
2015,"8","28",126,95,24,12,25,14,6,4,19,16
2015,"8","29",99,89,18,17,12,14,6,4,8,12
2015,"8","30",53,54,11,14,10,11,4,4,18,11
2015,"8","31",82,97,11,13,21,13,8,5,13,15
2015,"9","1",101,98,12,14,13,13,4,4,12,14
2015,"9","2",100,94,10,14,10,13,7,5,11,13
2015,"9","3",106,93,17,13,10,12,2,5,14,14
2015,"9","4",117,102,15,14,14,12,5,5,11,13
2015,"9","5",94,90,16,16,6,11,1,4,7,11
2015,"9","6",53,54,13,11,6,9,8,3,21,10
2015,"9","7",110,98,10,11,17,11,5,4,9,14
2015,"9","8",85,102,15,14,5,11,4,5,13,13
2015,"9","9",104,94,14,13,8,11,4,4,13,14
2015,"9","10",89,93,21,12,24,11,13,5,18,14
2015,"9","11",120,103,10,14,14,14,6,4,23,13
2015,"9","12",92,91,18,14,11,11,8,6,14,12
2015,"9","13",63,55,14,11,9,9,6,3,19,11
2015,"9","14",112,98,20,14,11,13,2,5,21,15
2015,"9","15",92,104,14,14,11,13,6,5,8,15
2015,"9","16",102,96,12,14,11,12,3,5,14,14
2015,"9","17",112,95,13,12,18,12,3,5,26,14
2015,"9","18",112,108,17,14,17,12,9,4,16,14
2015,"9","19",97,93,14,15,9,10,4,4,12,11
2015,"9","20",39,56,10,12,11,10,5,4,13,11
2015,"9","21",113,96,8,11,9,12,8,4,15,15
2015,"9","22",84,101,16,12,12,11,4,5,8,14
2015,"9","23",92,94,11,12,7,12,3,5,15,13
2015,"9","24",92,90,18,12,14,12,8,5,11,14
2015,"9","25",87,99,13,13,15,12,11,4,7,13
2015,"9","26",80,83,13,14,13,11,5,5,13,11
2015,"9","27",56,51,9,11,7,10,6,4,14,10
2015,"9","28",94,91,12,11,16,12,4,5,9,13
2015,"9","29",95,95,14,13,15,12,0,0,11,13
2015,"9","30",97,92,16,13,16,14,4,5,15,13
2015,"10","1",99,91,6,13,25,12,6,5,23,14
2015,"10","2",110,104,18,14,3,12,4,5,12,14
2015,"10","3",100,87,11,13,11,11,3,5,8,11
2015,"10","4",56,55,11,12,6,9,2,3,17,11
2015,"10","5",100,97,13,11,7,12,3,4,10,14
2015,"10","6",90,99,17,13,11,10,7,4,15,13
2015,"10","7",92,95,12,11,6,10,6,4,11,14
2015,"10","8",90,90,12,12,14,10,4,5,13,14
2015,"10","9",77,100,18,13,8,10,4,4,11,13
2015,"10","10",96,81,15,14,9,10,4,4,13,11
2015,"10","11",44,52,11,12,13,8,14,3,7,10
2015,"10","12",44,45,10,9,10,7,1,5,15,11
2015,"10","13",108,87,11,12,20,11,12,5,24,14
2015,"10","14",84,90,15,12,11,11,2,4,6,14
2015,"10","15",71,85,9,13,20,12,10,5,21,14
2015,"10","16",94,94,19,13,13,10,5,4,16,15
2015,"10","17",98,80,17,14,6,11,3,5,15,12
2015,"10","18",47,51,8,11,10,9,0,0,19,11
2015,"10","19",112,93,16,12,10,11,4,4,12,15
2015,"10","20",107,97,8,13,12,12,8,5,18,14
2015,"10","21",89,97,11,13,10,9,6,5,13,14
2015,"10","22",83,92,17,12,14,11,4,5,12,14
2015,"10","23",88,100,12,14,13,12,2,4,14,13
2015,"10","24",96,84,7,13,7,10,7,4,7,11
2015,"10","25",48,52,10,10,4,7,0,0,11,10
2015,"10","26",84,91,7,10,14,11,4,4,17,13
2015,"10","27",76,94,12,12,8,10,3,5,11,14
2015,"10","28",85,87,15,11,2,11,3,4,16,13
2015,"10","29",94,85,14,10,9,10,8,4,19,14
2015,"10","30",118,96,15,11,10,9,3,4,15,14
2015,"10","31",82,86,17,14,7,8,12,5,21,11
2015,"11","1",43,53,13,10,8,8,9,3,4,11
2015,"11","2",49,45,5,9,9,7,5,5,7,11
2015,"11","3",87,88,22,12,16,10,3,5,7,13
2015,"11","4",95,86,11,13,3,12,6,4,20,12
2015,"11","5",103,86,7,12,19,11,6,5,14,12
2015,"11","6",115,97,14,13,13,10,3,5,7,12
2015,"11","7",94,85,15,15,5,11,5,5,12,10
2015,"11","8",43,53,9,10,12,9,6,3,10,10
2015,"11","9",84,95,6,12,5,12,7,4,15,13
2015,"11","10",113,95,14,11,17,10,5,5,16,13
2015,"11","11",111,97,9,12,21,10,5,5,10,12
2015,"11","12",78,96,15,13,9,12,3,5,16,13
2015,"11","13",105,100,15,12,10,11,2,4,12,13
2015,"11","14",73,86,7,14,9,10,8,4,10,10
2015,"11","15",44,52,9,10,11,9,3,3,15,10
2015,"11","16",41,46,7,9,11,8,4,4,22,11
2015,"11","17",98,88,13,10,12,10,10,3,21,14
2015,"11","18",85,86,9,10,13,10,18,5,17,14
2015,"11","19",81,85,10,10,13,10,8,6,15,14
2015,"11","20",94,92,11,11,16,11,7,6,11,14
2015,"11","21",83,81,11,13,13,11,7,5,5,11
2015,"11","22",65,50,12,10,8,9,4,4,10,10
2015,"11","23",105,93,13,12,14,12,6,6,19,12
2015,"11","24",90,99,8,12,8,11,4,6,16,12
2015,"11","25",90,93,10,11,13,11,4,5,18,13
2015,"11","26",98,92,14,11,11,11,3,5,13,14
2015,"11","27",108,100,11,13,12,11,5,4,7,13
2015,"11","28",89,87,14,14,12,10,0,0,21,10
2015,"11","29",48,54,7,11,9,9,1,3,10,10
2015,"11","30",79,93,11,10,8,12,5,4,19,13
2015,"12","1",92,93,17,11,16,10,6,4,19,14
2015,"12","2",110,91,13,12,9,10,1,4,8,14
2015,"12","3",110,89,9,12,17,12,5,4,19,13
2015,"12","4",92,103,11,14,14,10,4,4,13,13
2015,"12","5",98,86,27,14,8,10,5,4,14,11
2015,"12","6",38,53,9,12,11,9,1,3,10,10
2015,"12","7",130,93,12,12,19,12,3,4,13,13
2015,"12","8",69,56,15,12,8,10,5,4,10,10
2015,"12","9",108,91,12,12,10,11,3,4,11,13
2015,"12","10",93,90,17,13,8,10,10,4,8,12
2015,"12","11",86,98,10,14,11,11,3,4,13,12
2015,"12","12",110,83,11,14,15,9,4,4,9,10
2015,"12","13",59,54,18,12,10,8,2,3,13,9
2015,"12","14",100,95,11,13,13,13,8,4,13,12
2015,"12","15",98,98,13,12,16,10,4,5,20,12
2015,"12","16",118,96,13,13,7,11,6,5,23,13
2015,"12","17",81,95,15,12,11,11,1,5,14,14
2015,"12","18",100,101,17,13,7,11,8,4,18,13
2015,"12","19",92,86,18,14,5,9,6,4,15,11
2015,"12","20",59,53,19,11,10,8,6,4,12,11
2015,"12","21",86,94,9,13,13,12,5,4,16,13
2015,"12","22",113,96,12,13,8,10,6,5,20,14
2015,"12","23",92,94,11,12,11,9,5,5,8,13
2015,"12","24",85,91,20,13,13,9,3,5,16,13
2015,"12","25",40,54,14,11,6,9,8,4,10,10
2015,"12","26",51,76,10,14,12,8,3,4,13,11
2015,"12","27",37,45,11,10,5,8,9,3,11,10
2015,"12","28",70,81,12,10,8,11,3,4,6,13
2015,"12","29",89,81,10,12,3,10,3,5,2,12
2015,"12","30",93,79,12,12,10,10,2,4,8,11
2015,"12","31",48,81,16,12,13,9,2,5,10,12
2016,"1","1",36,44,14,10,13,8,4,3,8,8
2016,"1","2",44,64,6,14,6,9,9,3,4,9
2016,"1","3",36,38,10,10,6,7,9,3,9,9
2016,"1","4",59,70,6,9,16,10,5,4,16,11
2016,"1","5",54,73,10,11,9,10,3,4,16,12
2016,"1","6",73,68,3,10,7,10,1,4,14,13
2016,"1","7",65,68,12,11,8,9,6,4,7,13
2016,"1","8",65,75,10,10,6,9,2,4,17,12
2016,"1","9",45,65,10,11,5,8,1,4,15,11
2016,"1","10",42,39,11,8,7,7,1,2,9,10
2016,"1","11",36,40,5,8,12,8,4,3,7,10
2016,"1","12",76,71,12,10,5,9,5,3,16,13
2016,"1","13",89,70,6,10,9,9,5,4,14,12
2016,"1","14",70,72,8,11,7,9,1,4,23,12
2016,"1","15",84,79,10,10,9,9,0,0,20,13
2016,"1","16",94,70,12,12,15,8,6,3,11,11
2016,"1","17",44,45,12,10,4,8,3,3,8,10
2016,"1","18",91,80,16,10,15,11,3,4,15,13
2016,"1","19",104,85,16,11,6,11,0,0,13,13
2016,"1","20",94,82,19,12,14,11,4,4,12,12
2016,"1","21",78,82,11,12,11,11,4,4,11,13
2016,"1","22",98,88,9,13,17,10,4,3,13,12
2016,"1","23",72,77,19,15,6,9,4,4,8,10
2016,"1","24",40,45,11,12,9,8,5,3,18,9
2016,"1","25",91,81,8,11,9,11,3,4,11,13
2016,"1","26",88,83,17,12,15,10,6,4,5,12
2016,"1","27",107,80,14,12,9,11,3,4,6,12
2016,"1","28",86,80,8,12,25,11,3,4,7,12
2016,"1","29",93,90,19,15,14,10,3,3,12,11
2016,"1","30",86,76,11,14,4,10,5,3,4,9
2016,"1","31",48,46,10,10,10,8,4,3,16,9
2016,"2","1",79,92,18,11,14,12,1,4,22,14
2016,"2","2",102,94,18,12,12,12,8,3,17,15
2016,"2","3",96,91,10,12,12,11,2,4,15,15
2016,"2","4",101,90,18,12,8,11,3,4,16,16
2016,"2","5",93,99,13,13,13,11,2,3,14,15
2016,"2","6",81,85,25,15,11,10,11,3,13,13
2016,"2","7",54,52,12,11,11,9,4,3,11,12
2016,"2","8",79,93,15,13,21,11,8,5,16,15
2016,"2","9",88,95,22,12,9,11,4,3,17,15
2016,"2","10",95,89,12,13,10,13,9,4,10,15
2016,"2","11",90,87,16,12,29,11,6,5,35,15
2016,"2","12",79,102,13,16,8,13,3,4,10,17
2016,"2","13",96,80,11,14,12,11,3,4,9,13
2016,"2","14",48,51,6,12,11,8,1,3,6,12
2016,"2","15",88,91,13,11,14,12,8,4,8,15
2016,"2","16",90,93,14,11,9,12,7,4,9,14
2016,"2","17",118,89,12,12,23,11,12,4,25,13
2016,"2","18",109,95,13,12,11,12,4,5,12,15
2016,"2","19",107,103,19,12,13,12,7,5,13,14
2016,"2","20",97,89,13,14,9,10,8,4,23,12
2016,"2","21",38,56,8,12,9,9,7,4,18,12
2016,"2","22",99,96,12,10,13,12,9,5,14,16
2016,"2","23",86,98,14,13,10,11,4,5,14,16
2016,"2","24",88,92,11,12,6,11,6,5,8,16
2016,"2","25",82,87,10,12,13,11,3,5,16,15
2016,"2","26",106,96,15,12,7,10,6,4,12,14
2016,"2","27",91,83,11,13,15,10,2,4,10,12
2016,"2","28",44,53,13,12,8,9,4,3,17,11
2016,"2","29",100,92,10,11,10,12,6,4,18,15
2016,"3","1",107,97,17,12,7,11,4,4,14,15
2016,"3","2",79,95,9,12,12,12,4,4,12,15
2016,"3","3",87,90,9,12,8,11,3,4,21,15
2016,"3","4",93,98,9,11,19,11,3,4,17,15
2016,"3","5",104,85,18,13,19,11,8,3,16,13
2016,"3","6",52,54,9,12,13,12,3,3,13,12
2016,"3","7",121,95,16,12,15,15,6,4,18,16
2016,"3","8",100,102,12,12,4,12,9,4,13,16
2016,"3","9",84,97,10,11,10,12,7,5,17,15
2016,"3","10",108,93,13,11,18,12,7,5,23,16
2016,"3","11",124,106,17,13,12,13,7,4,9,16
2016,"3","12",93,92,13,14,7,12,13,5,9,12
2016,"3","13",53,56,12,10,9,9,3,4,18,11
2016,"3","14",98,98,14,12,18,14,11,6,31,15
2016,"3","15",89,103,22,11,7,13,2,5,15,16
2016,"3","16",96,95,12,12,12,13,4,5,16,16
2016,"3","17",111,93,14,13,14,12,16,4,26,17
2016,"3","18",116,105,12,12,16,12,6,5,14,17
2016,"3","19",85,91,20,16,9,10,6,5,27,13
2016,"3","20",48,31,7,9,9,8,4,3,17,10
2016,"3","21",37,47,15,10,4,9,3,5,23,13
2016,"3","22",78,89,15,11,8,11,2,4,15,17
2016,"3","23",87,85,10,12,8,12,3,4,20,17
2016,"3","24",29,46,7,9,5,9,3,4,6,13
2016,"3","25",16,45,4,9,2,8,4,3,8,12
2016,"3","26",48,64,13,11,6,8,3,3,14,12
2016,"3","27",43,22,11,8,12,7,3,3,6,9
2016,"3","28",91,76,14,11,24,13,5,3,21,13
2016,"3","29",79,85,15,11,11,13,2,3,14,15
2016,"3","30",88,80,13,11,12,12,4,3,25,15
2016,"3","31",82,83,10,10,13,13,6,3,22,17
2016,"4","1",83,93,6,12,17,12,4,4,21,15
2016,"4","2",60,81,11,14,5,11,2,4,5,13
2016,"4","3",23,47,9,10,6,9,3,3,5,11
2016,"4","4",102,81,6,8,7,11,8,4,15,13
2016,"4","5",102,88,11,10,8,10,7,5,19,13
2016,"4","6",111,88,23,9,8,10,5,5,17,13
2016,"4","7",90,89,11,11,7,11,3,4,8,14
2016,"4","8",136,97,17,13,14,9,16,4,26,13
2016,"4","9",77,93,11,13,10,9,15,5,14,12
2016,"4","10",68,55,12,10,8,8,3,5,15,11
2016,"4","11",96,98,17,13,11,11,12,6,14,14
2016,"4","12",105,100,7,12,7,10,1,5,29,15
2016,"4","13",83,97,10,11,16,9,3,6,10,15
2016,"4","14",96,92,14,12,12,12,6,4,9,15
2016,"4","15",120,98,12,13,14,12,9,5,17,13
2016,"4","16",88,89,11,13,11,9,2,5,11,11
2016,"4","17",47,54,19,11,9,9,6,3,13,10
2016,"4","18",111,94,15,11,8,12,8,4,17,13
2016,"4","19",97,98,15,12,6,11,7,5,8,14
2016,"4","20",104,94,9,11,13,10,4,5,25,13
2016,"4","21",98,95,15,12,12,11,9,5,14,15
2016,"4","22",63,102,13,13,8,10,1,4,12,13
2016,"4","23",86,81,10,14,8,9,3,4,9,11
2016,"4","24",47,50,8,12,18,8,7,3,23,10
2016,"4","25",90,92,12,12,16,13,6,4,14,14
2016,"4","26",92,93,11,11,16,12,1,4,16,14
2016,"4","27",97,90,12,12,10,12,3,4,24,14
2016,"4","28",102,88,11,11,12,12,6,4,21,15
2016,"4","29",111,100,14,12,15,11,3,4,14,14
2016,"4","30",85,88,13,13,20,10,6,4,11,12
2016,"5","1",54,30,11,9,10,8,3,3,16,10
2016,"5","2",79,96,7,11,13,14,5,4,15,16
2016,"5","3",88,96,7,11,15,11,2,4,15,16
2016,"5","4",83,92,8,11,18,12,5,4,24,16
2016,"5","5",104,90,13,11,12,13,4,4,18,17
2016,"5","6",123,99,20,12,10,12,7,4,21,16
2016,"5","7",120,89,14,13,8,11,2,4,8,14
2016,"5","8",56,56,15,12,9,9,4,3,9,12
2016,"5","9",53,49,8,9,9,8,8,4,6,12
2016,"5","10",102,94,8,12,9,10,7,4,21,15
2016,"5","11",105,94,10,11,13,10,3,5,16,15
2016,"5","12",89,93,10,12,13,12,8,4,18,16
2016,"5","13",109,100,15,12,9,12,6,4,12,16
2016,"5","14",80,86,12,13,5,10,1,5,13,13
2016,"5","15",55,52,16,10,14,8,3,3,9,12
2016,"5","16",106,95,16,12,14,14,5,4,13,15
2016,"5","17",123,99,17,13,14,13,4,4,16,15
2016,"5","18",89,100,10,12,10,12,4,4,17,15
2016,"5","19",113,95,15,12,16,12,4,4,19,16
2016,"5","20",82,107,12,14,8,12,3,4,22,16
2016,"5","21",100,88,11,14,17,11,5,4,11,14
2016,"5","22",40,55,11,12,9,9,2,3,20,13
2016,"5","23",105,95,10,10,14,14,3,4,14,17
2016,"5","24",88,98,16,13,11,12,4,4,20,16
2016,"5","25",88,94,8,11,19,12,6,4,18,17
2016,"5","26",103,91,9,11,10,12,5,4,25,17
2016,"5","27",79,102,14,12,13,11,5,4,16,17
2016,"5","28",71,84,14,13,11,10,4,3,25,14
2016,"5","29",39,51,7,10,7,10,0,0,14,14
2016,"5","30",34,43,4,8,4,8,4,4,16,14
2016,"5","31",39,83,3,9,7,10,6,4,17,18
2016,"6","1",79,75,13,9,12,9,5,4,14,16
2016,"6","2",90,75,9,11,12,11,7,4,19,15
2016,"6","3",89,86,17,10,14,10,0,0,12,15
2016,"6","4",84,75,17,12,7,10,3,3,16,12
2016,"6","5",38,47,15,10,5,9,2,3,12,11
2016,"6","6",39,42,11,8,4,8,4,4,11,12
2016,"6","7",97,82,8,11,17,9,7,4,23,15
2016,"6","8",83,85,7,12,3,9,4,4,14,15
2016,"6","9",81,81,10,11,10,10,2,5,17,15
2016,"6","10",80,90,13,12,11,9,5,3,19,15
2016,"6","11",88,77,19,13,10,9,2,3,16,13
2016,"6","12",56,49,13,11,10,9,3,3,22,12
2016,"6","13",92,91,8,12,13,11,2,4,18,16
2016,"6","14",90,93,4,12,13,10,16,4,27,16
2016,"6","15",115,91,5,10,7,9,8,4,13,17
2016,"6","16",83,90,17,12,12,9,5,6,17,16
2016,"6","17",98,99,13,12,7,11,4,4,12,15
2016,"6","18",102,84,18,12,21,10,2,4,23,12
2016,"6","19",59,55,10,11,8,8,8,3,11,12
2016,"6","20",84,95,14,11,12,12,13,5,20,15
2016,"6","21",94,97,11,11,19,10,8,5,11,16
2016,"6","22",106,92,13,13,13,11,4,5,8,15
2016,"6","23",94,91,10,13,19,13,9,5,29,14
2016,"6","24",73,103,11,12,6,10,1,4,16,15
2016,"6","25",89,81,12,12,4,10,6,5,9,12
2016,"6","26",52,50,7,11,6,8,7,3,15,11
2016,"6","27",84,91,14,10,7,10,6,5,13,15
2016,"6","28",98,91,10,11,21,10,1,4,16,14
