"PERIODO","MES","DIA","accidentes_choque","estimaciones_choque","accidentes_atropello","estimaciones_atropello","accidentes_caida_ocupante","estimaciones_caida_ocupante","accidentes_volcamiento","estimaciones_volcamiento","accidentes_otro","estimaciones_otro"
2017,"9","28",82,89,10,11,17,12,4,4,12,15
2017,"9","29",93,96,9,13,15,12,4,4,34,14
2017,"9","30",102,84,7,13,9,11,5,4,19,14
2017,"10","1",61,53,6,10,7,8,6,4,18,13
2017,"10","2",136,94,9,11,16,11,7,5,19,17
2017,"10","3",100,105,8,11,19,11,4,5,22,17
2017,"10","4",90,102,9,10,12,11,4,4,16,16
2017,"10","5",99,96,8,10,13,12,6,4,19,16
2017,"10","6",92,106,12,11,12,10,4,4,14,16
2017,"10","7",80,88,14,12,4,10,8,4,4,13
2017,"10","8",49,52,6,9,10,9,2,3,16,11
2017,"10","9",73,92,3,10,10,11,7,4,9,15
2017,"10","10",92,91,13,10,13,10,6,4,16,14
2017,"10","11",86,89,5,10,10,11,6,4,13,14
2017,"10","12",81,86,11,10,13,10,3,5,10,15
2017,"10","13",98,94,14,11,9,11,2,4,12,14
2017,"10","14",85,82,10,12,7,10,8,4,15,12
2017,"10","15",48,51,15,10,6,8,2,3,12,11
2017,"10","16",48,45,10,9,9,8,4,4,11,11
2017,"10","17",108,87,15,11,8,9,2,3,19,15
2017,"10","18",88,88,9,11,9,10,6,4,12,15
2017,"10","19",76,87,8,12,15,10,5,4,5,15
2017,"10","20",113,93,8,12,13,10,1,4,10,14
2017,"10","21",104,83,15,14,9,10,5,4,18,11
2017,"10","22",38,53,11,10,9,9,2,3,11,11
2017,"10","23",83,93,9,10,20,12,4,4,16,14
2017,"10","24",79,96,11,11,21,11,7,3,20,15
2017,"10","25",100,91,18,12,15,12,4,4,19,16
2017,"10","26",83,90,5,11,8,13,6,4,13,16
2017,"10","27",106,95,12,13,15,10,3,4,10,15
2017,"10","28",93,84,6,14,17,10,10,4,12,12
2017,"10","29",45,53,12,11,9,9,5,3,3,11
2017,"10","30",99,91,9,10,14,12,2,5,14,13
2017,"10","31",108,97,9,11,12,9,7,4,17,14
2017,"11","1",92,96,8,10,16,11,3,4,17,13
2017,"11","2",107,94,6,11,10,12,3,4,14,14
2017,"11","3",98,103,9,11,16,11,4,4,7,14
2017,"11","4",82,88,9,13,12,10,10,4,13,11
2017,"11","5",50,53,8,9,9,9,3,3,6,10
2017,"11","6",40,46,10,8,4,8,6,5,12,10
2017,"11","7",89,87,15,9,8,10,1,3,15,14
2017,"11","8",81,85,25,10,14,11,4,4,18,13
2017,"11","9",89,84,8,11,8,14,7,3,15,14
2017,"11","10",87,92,10,13,9,10,0,0,4,14
2017,"11","11",72,78,15,13,8,9,5,4,9,11
2017,"11","12",45,48,9,11,6,9,6,3,15,10
2017,"11","13",52,44,8,9,4,7,1,4,13,10
2017,"11","14",114,85,16,12,7,10,6,4,26,13
2017,"11","15",83,89,10,10,12,11,12,4,17,15
2017,"11","16",109,87,14,10,20,10,6,5,23,15
2017,"11","17",110,100,8,13,13,12,8,5,15,15
2017,"11","18",104,87,7,13,6,10,6,4,13,12
2017,"11","19",45,54,5,9,5,8,2,4,11,11
2017,"11","20",82,96,9,9,9,11,6,5,11,14
2017,"11","21",70,95,10,10,11,11,3,4,13,14
2017,"11","22",98,90,10,10,22,11,7,4,16,14
2017,"11","23",89,90,11,11,5,12,4,4,11,14
2017,"11","24",103,95,5,10,26,11,5,4,8,13
2017,"11","25",80,85,15,13,7,11,6,4,6,11
2017,"11","26",58,51,12,10,9,11,4,3,7,10
2017,"11","27",111,92,10,11,8,13,4,4,8,12
2017,"11","28",99,98,16,11,11,12,5,4,10,12
2017,"11","29",99,95,10,10,8,12,6,4,17,13
2017,"11","30",89,93,13,10,13,11,6,5,14,13
2017,"12","1",99,100,11,13,14,10,8,4,17,13
2017,"12","2",105,86,13,13,7,9,4,4,14,11
2017,"12","3",52,54,11,10,9,8,0,0,13,11
2017,"12","4",92,94,10,11,8,11,4,4,14,14
2017,"12","5",122,95,15,11,12,10,4,4,14,14
2017,"12","6",93,97,10,11,16,11,5,5,6,13
2017,"12","7",97,93,11,12,14,12,4,4,20,13
2017,"12","8",59,57,8,10,12,8,4,4,7,11
2017,"12","9",93,80,13,14,11,9,4,3,12,11
2017,"12","10",50,51,3,11,5,9,4,3,13,10
2017,"12","11",111,90,17,10,14,10,3,4,12,13
2017,"12","12",100,95,6,12,8,11,7,4,10,13
2017,"12","13",76,92,13,10,6,9,4,4,7,13
2017,"12","14",78,86,6,10,15,10,3,4,8,13
2017,"12","15",112,95,11,12,8,9,5,4,10,12
2017,"12","16",81,83,14,12,14,10,2,4,13,10
2017,"12","17",64,52,10,11,10,9,1,3,9,10
2017,"12","18",99,92,14,11,15,12,2,4,15,13
2017,"12","19",105,97,12,12,6,11,7,3,14,13
2017,"12","20",105,93,13,11,17,10,2,4,12,13
2017,"12","21",98,94,7,13,13,11,3,4,11,14
2017,"12","22",121,102,10,13,14,11,3,3,11,13
2017,"12","23",113,90,13,14,13,9,5,4,12,11
2017,"12","24",51,57,17,13,5,8,7,3,11,10
2017,"12","25",41,54,11,9,11,10,6,4,9,10
2017,"12","26",78,91,11,13,6,10,3,4,18,13
2017,"12","27",59,86,8,10,15,10,3,4,8,14
2017,"12","28",78,81,8,12,15,10,4,4,16,14
2017,"12","29",70,88,10,13,22,10,2,4,18,13
2017,"12","30",57,75,13,14,9,10,2,3,6,12
2017,"12","31",37,44,10,10,9,8,7,2,12,10
2018,"1","1",39,41,9,8,9,8,1,4,12,10
2018,"1","2",73,72,8,10,11,10,7,3,16,13
2018,"1","3",78,71,15,10,4,9,4,3,8,12
2018,"1","4",63,69,8,10,14,10,2,4,13,13
2018,"1","5",44,77,12,12,12,10,2,3,22,12
2018,"1","6",56,64,11,12,8,9,0,0,10,11
2018,"1","7",33,39,5,11,4,8,2,3,5,10
2018,"1","8",25,39,5,7,7,8,3,4,6,10
2018,"1","9",68,68,3,10,15,9,4,3,16,12
2018,"1","10",80,68,9,10,11,9,1,3,16,12
2018,"1","11",69,69,9,10,6,10,6,3,15,12
2018,"1","12",70,76,12,10,9,9,0,0,9,12
2018,"1","13",45,65,5,11,5,9,2,3,10,10
2018,"1","14",40,39,3,8,6,7,3,3,8,10
2018,"1","15",85,73,10,8,12,9,6,4,13,12
2018,"1","16",74,78,10,10,6,9,4,4,24,12
2018,"1","17",93,75,10,9,9,9,8,4,20,13
2018,"1","18",76,76,14,9,12,9,2,4,15,13
2018,"1","19",104,83,6,11,13,10,2,4,20,13
2018,"1","20",74,75,11,12,14,8,4,4,19,12
2018,"1","21",56,46,9,10,8,8,4,3,11,11
2018,"1","22",85,82,13,11,8,11,2,4,11,13
2018,"1","23",93,84,10,11,9,10,0,0,9,13
2018,"1","24",81,81,14,11,10,10,3,4,13,12
2018,"1","25",87,79,10,11,8,11,1,3,10,12
2018,"1","26",101,86,7,14,20,10,5,3,9,11
2018,"1","27",79,77,6,13,5,9,4,3,9,10
2018,"1","28",37,46,8,11,10,8,0,0,19,9
2018,"1","29",69,82,9,10,9,10,0,0,8,12
2018,"1","30",78,80,13,11,13,10,3,4,7,12
2018,"1","31",72,77,12,11,7,11,4,3,10,12
2018,"2","1",77,81,5,10,16,11,2,4,12,15
2018,"2","2",135,90,10,12,17,10,6,3,12,13
2018,"2","3",94,84,9,13,8,10,4,4,9,11
2018,"2","4",48,52,10,10,5,9,2,3,10,11
2018,"2","5",89,92,9,10,10,12,4,4,15,14
2018,"2","6",94,96,12,12,8,10,3,4,14,15
2018,"2","7",105,93,14,10,8,11,2,4,4,15
2018,"2","8",97,91,11,11,5,11,3,4,11,14
2018,"2","9",102,99,11,12,8,10,2,4,8,14
2018,"2","10",86,85,10,13,16,9,1,4,7,11
2018,"2","11",43,53,6,11,10,9,3,3,4,10
2018,"2","12",87,92,8,10,20,11,15,4,27,13
2018,"2","13",117,97,10,11,15,10,4,4,12,15
2018,"2","14",102,95,14,11,8,10,5,5,13,14
2018,"2","15",96,92,10,11,10,12,4,4,11,15
2018,"2","16",104,100,11,12,10,11,3,4,12,15
2018,"2","17",101,87,13,12,9,10,8,4,11,12
2018,"2","18",47,55,10,10,10,8,4,4,9,11
2018,"2","19",106,96,8,11,9,11,1,4,10,14
2018,"2","20",90,98,14,13,9,10,3,4,6,14
2018,"2","21",85,93,6,11,18,10,2,4,17,13
2018,"2","22",88,91,13,12,12,11,6,4,17,15
2018,"2","23",104,98,13,11,20,10,3,4,4,14
2018,"2","24",71,85,7,15,9,10,6,4,12,11
2018,"2","25",57,51,6,10,8,9,3,3,8,11
2018,"2","26",90,90,9,11,15,11,1,4,12,14
2018,"2","27",75,94,5,12,4,12,1,4,7,14
2018,"2","28",92,86,9,10,8,10,3,4,11,14
2018,"3","1",101,87,14,10,10,12,10,4,13,14
2018,"3","2",99,98,9,11,5,11,4,4,11,13
2018,"3","3",96,84,17,12,23,10,4,4,8,11
2018,"3","4",58,54,12,13,8,10,5,2,6,11
2018,"3","5",98,94,10,11,19,15,1,4,19,14
2018,"3","6",92,101,11,12,24,13,2,4,18,15
2018,"3","7",71,97,10,13,14,14,0,0,9,15
2018,"3","8",65,88,8,12,13,13,1,3,7,15
2018,"3","9",85,92,11,13,11,13,6,3,10,14
2018,"3","10",87,79,18,12,20,11,0,0,10,11
2018,"3","11",61,50,14,12,8,13,0,0,5,10
2018,"3","12",97,89,15,13,17,16,1,3,12,13
2018,"3","13",75,95,12,14,23,14,5,4,20,14
2018,"3","14",90,92,11,14,16,14,2,3,7,14
2018,"3","15",91,88,17,13,21,16,7,4,16,14
2018,"3","16",98,99,8,14,11,14,3,3,13,14
2018,"3","17",81,84,16,15,12,11,5,4,11,12
2018,"3","18",46,51,8,11,5,11,1,3,16,11
2018,"3","19",44,45,5,9,10,8,1,4,13,12
2018,"3","20",111,87,8,11,22,11,4,3,16,15
2018,"3","21",98,90,14,13,16,12,0,0,13,15
2018,"3","22",83,89,9,12,9,14,3,4,10,15
2018,"3","23",91,94,8,12,11,12,1,4,16,14
2018,"3","24",86,82,9,12,13,11,8,3,14,12
2018,"3","25",49,28,6,8,11,7,2,3,7,9
2018,"3","26",93,92,6,10,16,14,8,4,10,14
2018,"3","27",84,95,9,10,13,12,5,4,10,15
2018,"3","28",80,90,16,10,14,12,3,4,7,14
2018,"3","29",43,48,4,9,10,11,1,4,13,11
2018,"3","30",19,49,8,9,7,9,2,3,7,11
2018,"3","31",51,68,10,11,10,10,1,3,12,12
2018,"4","1",54,23,7,7,6,7,3,3,8,8
2018,"4","2",108,77,10,10,8,12,4,4,13,13
2018,"4","3",93,85,15,11,6,9,4,4,14,13
2018,"4","4",75,84,11,10,18,10,5,4,9,13
2018,"4","5",104,83,13,12,14,12,1,3,13,13
2018,"4","6",107,97,12,13,13,12,0,0,12,13
2018,"4","7",93,86,8,15,6,10,0,0,8,11
2018,"4","8",54,52,12,11,11,9,4,3,14,10
2018,"4","9",97,94,10,13,11,13,6,4,14,13
2018,"4","10",103,97,8,11,17,11,6,4,16,13
2018,"4","11",88,96,8,11,10,10,3,4,13,13
2018,"4","12",76,91,15,10,19,11,3,4,15,14
2018,"4","13",85,97,11,13,11,13,4,3,13,13
2018,"4","14",70,81,12,13,18,10,4,4,5,11
2018,"4","15",43,49,7,11,6,10,2,3,6,10
2018,"4","16",99,86,14,10,17,13,3,4,14,12
2018,"4","17",78,92,10,12,13,12,4,3,10,13
2018,"4","18",83,86,15,12,10,12,1,4,6,13
2018,"4","19",87,83,14,12,8,12,8,4,8,13
2018,"4","20",90,92,16,12,10,10,1,4,8,12
2018,"4","21",90,80,9,13,13,11,2,4,7,10
2018,"4","22",64,50,8,12,9,9,8,3,10,9
2018,"4","23",116,92,16,11,15,11,3,4,9,12
2018,"4","24",54,99,9,13,9,12,1,4,7,12
2018,"4","25",102,88,15,12,10,11,0,0,13,12
2018,"4","26",85,88,5,13,15,12,7,4,24,13
2018,"4","27",101,99,12,12,15,10,7,4,7,13
2018,"4","28",92,83,9,13,12,10,6,4,10,11
2018,"4","29",49,52,5,11,6,9,1,3,15,10
2018,"4","30",85,91,11,9,11,12,1,4,13,14
2018,"5","1",32,52,7,9,10,9,1,4,8,12
2018,"5","2",93,82,15,10,11,11,6,3,23,16
2018,"5","3",90,84,16,10,15,12,2,4,18,16
2018,"5","4",76,94,15,13,14,12,3,3,19,16
2018,"5","5",74,79,11,14,22,11,0,0,10,14
2018,"5","6",43,49,7,12,6,10,5,2,6,13
2018,"5","7",75,85,2,10,20,13,2,4,16,15
2018,"5","8",86,91,17,13,12,12,5,4,13,16
2018,"5","9",81,86,9,10,14,14,6,3,14,15
2018,"5","10",88,85,12,11,16,12,2,4,17,16
2018,"5","11",124,95,13,13,11,13,4,3,11,16
2018,"5","12",101,85,9,13,7,11,3,4,11,13
2018,"5","13",66,54,9,11,14,8,5,3,8,12
2018,"5","14",42,49,11,10,8,9,4,4,11,12
2018,"5","15",105,91,12,11,11,11,7,4,16,15
2018,"5","16",86,92,11,11,8,11,4,4,13,15
2018,"5","17",85,89,10,11,9,11,4,4,8,16
2018,"5","18",107,94,12,12,8,11,4,4,5,15
2018,"5","19",106,83,14,13,11,10,3,4,8,12
2018,"5","20",46,53,3,11,6,10,4,3,14,11
2018,"5","21",83,95,10,9,7,11,6,4,11,14
2018,"5","22",122,94,11,10,17,10,2,4,8,15
2018,"5","23",104,97,10,12,11,11,6,4,14,14
2018,"5","24",86,96,8,11,14,12,5,4,15,15
2018,"5","25",105,102,13,12,17,11,2,4,12,15
2018,"5","26",79,88,14,14,20,12,4,4,11,12
2018,"5","27",59,54,7,12,9,11,3,3,7,12
2018,"5","28",95,95,11,11,12,14,6,4,15,15
2018,"5","29",88,97,7,12,8,11,8,4,11,15
2018,"5","30",93,91,9,11,15,11,6,4,14,15
2018,"5","31",68,91,10,11,9,12,2,4,10,16
2018,"6","1",92,93,9,12,14,10,5,4,14,13
2018,"6","2",92,81,14,13,9,8,3,4,22,11
2018,"6","3",57,51,10,9,9,9,5,3,12,11
2018,"6","4",49,45,5,8,10,7,5,4,16,11
2018,"6","5",88,87,8,10,10,9,4,4,13,16
2018,"6","6",79,84,15,10,7,10,3,4,16,15
2018,"6","7",87,83,9,10,9,11,3,4,17,15
2018,"6","8",89,92,23,12,12,9,2,4,15,14
2018,"6","9",99,79,14,13,11,11,4,3,7,12
2018,"6","10",54,50,7,11,7,9,2,3,9,11
2018,"6","11",50,45,10,9,14,7,4,4,11,11
2018,"6","12",104,88,15,12,14,10,4,3,15,14
2018,"6","13",102,89,14,12,21,12,6,4,12,13
2018,"6","14",76,90,8,14,13,13,3,4,16,14
2018,"6","15",89,95,11,12,10,12,5,4,13,14
2018,"6","16",81,80,12,13,8,9,5,4,4,12
2018,"6","17",59,49,9,11,13,8,3,3,9,10
2018,"6","18",87,91,10,11,6,12,6,4,8,13
2018,"6","19",73,91,11,11,11,10,2,4,6,13
2018,"6","20",93,86,10,11,11,10,2,4,10,13
2018,"6","21",86,85,16,11,7,11,1,4,13,13
2018,"6","22",99,94,15,11,9,11,9,3,17,13
2018,"6","23",99,82,11,13,16,9,7,4,20,11
2018,"6","24",65,53,15,11,10,8,3,3,8,11
2018,"6","25",93,94,13,12,18,12,3,4,13,14
2018,"6","26",62,98,7,14,18,11,1,4,10,15
2018,"6","27",82,89,10,12,9,12,1,3,15,14
2018,"6","28",73,85,9,11,15,12,6,4,12,14
2018,"6","29",79,92,5,12,7,11,3,3,18,14
2018,"6","30",67,77,14,12,13,9,3,4,19,12
2018,"7","1",50,48,2,9,2,9,4,2,10,12
2018,"7","2",49,42,13,7,7,7,4,4,12,12
2018,"7","3",74,85,12,10,15,9,7,3,19,16
2018,"7","4",96,83,14,10,11,10,1,4,16,15
2018,"7","5",69,84,11,10,4,11,1,4,14,15
2018,"7","6",76,89,9,12,9,9,5,3,5,15
2018,"7","7",70,76,11,13,10,8,4,4,5,12
2018,"7","8",30,47,12,11,8,8,7,3,12,10
2018,"7","9",95,85,7,9,16,11,1,4,12,14
2018,"7","10",78,91,4,12,9,10,4,4,13,14
2018,"7","11",98,86,12,10,2,10,0,0,9,14
2018,"7","12",86,85,14,11,6,10,1,4,16,14
2018,"7","13",93,96,14,12,10,10,5,4,12,14
2018,"7","14",76,83,12,13,6,9,5,3,16,12
2018,"7","15",45,51,10,9,9,8,0,0,2,11
2018,"7","16",107,89,14,10,16,11,2,4,13,14
2018,"7","17",97,97,9,12,18,11,1,4,9,14
2018,"7","18",86,94,10,13,12,11,6,3,9,14
2018,"7","19",111,90,12,11,11,11,3,4,20,14
2018,"7","20",53,57,7,9,10,8,9,4,7,11
2018,"7","21",85,81,13,11,12,9,6,3,21,12
2018,"7","22",44,51,4,10,7,9,4,3,9,12
2018,"7","23",112,89,11,9,12,11,4,4,13,15
2018,"7","24",84,96,13,11,18,11,7,4,17,15
2018,"7","25",77,93,7,11,14,11,4,4,6,15
2018,"7","26",88,86,9,11,23,11,6,4,22,14
2018,"7","27",88,100,12,12,17,12,6,3,14,16
2018,"7","28",83,84,11,13,15,11,4,4,6,12
2018,"7","29",43,51,7,11,10,10,3,3,12,11
2018,"7","30",101,90,13,10,13,12,6,4,17,15
2018,"7","31",66,96,12,10,18,11,5,4,13,15
2018,"8","1",83,89,13,11,15,14,5,4,11,15
2018,"8","2",84,85,11,12,12,14,6,4,9,15
2018,"8","3",114,94,9,12,16,13,1,4,14,14
2018,"8","4",108,85,23,14,6,12,2,4,10,12
2018,"8","5",49,53,9,11,7,12,4,3,5,11
2018,"8","6",85,93,11,11,16,13,3,4,9,14
2018,"8","7",50,54,6,9,7,10,4,4,11,11
2018,"8","8",106,86,11,11,6,12,1,3,13,14
2018,"8","9",89,87,10,11,3,12,2,4,13,14
2018,"8","10",104,95,13,12,17,11,2,3,11,14
2018,"8","11",106,84,14,13,19,11,2,3,10,12
2018,"8","12",54,54,11,11,6,11,1,3,10,11
2018,"8","13",96,94,12,10,16,14,1,4,15,14
2018,"8","14",102,100,4,12,17,13,3,3,18,15
2018,"8","15",112,98,15,12,11,14,7,3,15,15
2018,"8","16",107,96,8,11,16,14,2,4,11,15
2018,"8","17",98,107,12,13,19,13,0,0,5,14
2018,"8","18",94,90,12,14,17,13,1,3,10,12
2018,"8","19",46,56,6,11,12,12,1,2,5,11
2018,"8","20",51,47,5,9,15,10,2,4,11,11
2018,"8","21",105,92,10,11,12,13,0,0,11,14
2018,"8","22",92,90,7,11,10,14,0,0,7,14
2018,"8","23",88,87,12,11,6,13,5,4,12,14
2018,"8","24",111,95,11,10,25,12,11,4,23,14
2018,"8","25",84,88,12,12,7,11,2,4,9,12
2018,"8","26",46,52,15,10,7,11,2,3,6,11
2018,"8","27",104,92,16,10,20,13,2,3,22,15
2018,"8","28",78,100,8,12,9,14,1,4,6,16
2018,"8","29",98,90,8,11,11,13,5,4,14,14
2018,"8","30",84,90,8,11,13,12,4,4,5,15
2018,"8","31",88,97,10,13,14,13,5,4,8,14
2018,"9","1",82,82,15,13,8,11,6,3,11,11
2018,"9","2",50,51,11,10,6,10,1,3,8,10
2018,"9","3",85,89,11,10,10,13,0,0,12,13
2018,"9","4",103,92,12,11,19,11,3,4,19,14
2018,"9","5",95,93,8,12,16,13,3,3,17,15
2018,"9","6",88,91,12,12,15,13,1,4,6,15
2018,"9","7",109,98,10,14,8,13,8,3,17,14
2018,"9","8",87,86,13,12,13,10,4,4,18,12
2018,"9","9",59,54,9,10,8,10,1,3,6,12
2018,"9","10",74,94,7,11,11,14,6,4,8,14
2018,"9","11",99,94,15,11,9,11,2,4,10,15
2018,"9","12",84,91,9,11,15,13,8,4,14,14
2018,"9","13",81,89,11,11,12,12,7,4,13,14
2018,"9","14",105,95,17,12,10,13,1,4,19,14
2018,"9","15",96,84,12,14,15,10,2,4,13,12
2018,"9","16",47,53,9,11,7,10,2,3,5,11
2018,"9","17",110,92,12,10,13,14,1,4,11,14
2018,"9","18",92,98,13,12,6,12,6,4,13,14
2018,"9","19",85,93,22,11,11,11,5,4,7,14
2018,"9","20",75,90,6,12,10,13,3,4,19,14
2018,"9","21",99,97,18,12,11,12,1,3,7,14
2018,"9","22",91,82,10,15,18,12,2,3,4,11
2018,"9","23",61,52,7,12,5,10,2,3,7,10
2018,"9","24",74,92,5,11,9,13,4,4,20,13
2018,"9","25",113,93,8,11,3,11,6,4,14,14
2018,"9","26",84,92,6,9,2,10,8,4,17,14
2018,"9","27",110,89,7,9,10,10,9,4,18,16
2018,"9","28",131,102,18,11,4,10,8,5,13,15
2018,"9","29",92,91,10,12,12,10,2,5,15,12
2018,"9","30",45,56,9,10,2,8,5,3,8,12
2018,"10","1",87,95,8,9,12,11,16,5,7,14
2018,"10","2",90,97,6,11,12,9,8,6,12,14
2018,"10","3",92,93,10,10,13,11,6,6,7,14
2018,"10","4",99,90,14,11,12,11,9,5,13,14
2018,"10","5",101,99,12,11,16,10,6,5,11,13
2018,"10","6",80,86,8,13,13,11,4,5,10,11
2018,"10","7",59,52,11,10,4,9,1,4,5,11
2018,"10","8",82,92,6,10,12,13,5,5,14,13
2018,"10","9",97,95,10,11,9,10,7,4,9,14
2018,"10","10",82,91,5,10,14,10,7,5,10,14
2018,"10","11",89,88,10,10,13,10,3,4,12,14
2018,"10","12",107,96,21,12,6,11,1,4,8,13
2018,"10","13",81,84,13,13,5,11,4,4,8,11
2018,"10","14",45,51,5,10,6,8,4,3,10,10
2018,"10","15",43,45,8,8,5,7,2,4,7,11
2018,"10","16",90,85,7,10,13,10,3,3,12,14
2018,"10","17",98,85,9,11,11,10,2,3,11,14
2018,"10","18",80,86,11,12,16,12,4,4,17,14
2018,"10","19",87,94,13,12,17,11,2,3,8,14
2018,"10","20",98,80,8,12,15,11,3,3,7,12
2018,"10","21",46,51,6,11,9,9,1,3,4,10
2018,"10","22",83,91,17,9,11,13,2,4,8,13
2018,"10","23",87,92,10,11,7,12,2,3,15,13
2018,"10","24",91,89,16,10,13,11,1,4,12,13
2018,"10","25",98,88,9,12,10,12,3,3,15,14
2018,"10","26",81,98,14,12,15,11,10,3,16,14
2018,"10","27",88,83,10,13,11,9,3,3,14,12
2018,"10","28",50,51,9,11,6,9,2,3,4,11
2018,"10","29",97,90,10,10,14,12,3,4,12,14
2018,"10","30",119,95,12,12,18,11,5,4,25,14
2018,"10","31",114,98,10,11,8,11,6,4,18,15
2018,"11","1",90,96,15,11,7,12,3,5,15,14
2018,"11","2",97,103,8,12,13,11,6,4,13,14
2018,"11","3",97,89,8,13,13,10,5,4,22,12
2018,"11","4",53,56,9,11,3,9,1,3,8,11
2018,"11","5",54,47,5,8,7,8,4,4,5,11
2018,"11","6",127,90,13,10,9,10,4,4,11,14
2018,"11","7",89,93,10,10,3,11,2,4,10,13
2018,"11","8",83,89,13,10,13,11,3,4,8,13
2018,"11","9",89,97,7,12,13,11,5,3,12,12
2018,"11","10",82,83,6,12,4,10,6,4,3,11
2018,"11","11",49,50,10,9,6,8,3,3,3,9
2018,"11","12",45,45,13,8,10,8,3,4,5,9
2018,"11","13",136,86,10,11,6,11,5,3,7,12
2018,"11","14",92,90,10,11,8,11,8,5,10,11
2018,"11","15",87,89,10,10,10,10,4,4,5,13
2018,"11","16",119,96,9,11,6,11,1,4,6,11
2018,"11","17",98,86,9,13,9,10,3,4,8,10
2018,"11","18",57,54,10,11,6,8,0,0,5,9
2018,"11","19",103,97,13,10,12,13,4,4,15,12
2018,"11","20",109,101,9,11,12,11,8,4,9,13
2018,"11","21",92,98,15,11,10,11,3,4,8,12
2018,"11","22",87,94,4,11,14,11,1,4,5,13
2018,"11","23",105,100,12,13,11,11,5,3,13,12
2018,"11","24",97,87,11,12,7,10,3,4,12,10
2018,"11","25",54,54,8,10,6,9,1,3,11,10
2018,"11","26",85,95,10,10,11,12,6,4,16,13
2018,"11","27",82,96,7,10,13,11,7,4,15,14
2018,"11","28",88,91,11,10,8,11,2,4,18,14
2018,"11","29",71,88,8,10,15,11,4,4,9,15
2018,"11","30",32,94,4,13,6,11,4,3,11,13
2018,"12","1",97,71,11,11,14,9,1,3,13,11
2018,"12","2",59,47,8,11,6,9,4,3,9,10
2018,"12","3",108,86,10,9,12,11,2,4,10,13
2018,"12","4",102,92,7,11,15,10,6,4,13,13
2018,"12","5",106,91,8,11,9,11,1,4,8,13
2018,"12","6",127,90,10,10,8,11,2,4,11,13
2018,"12","7",104,107,11,12,4,10,4,4,5,12
2018,"12","8",58,49,10,10,9,7,6,4,5,8
2018,"12","9",50,52,16,10,6,8,3,3,8,9
2018,"12","10",103,91,9,10,9,12,2,4,17,12
2018,"12","11",96,96,7,11,14,10,3,4,10,13
2018,"12","12",116,92,16,11,18,10,12,4,17,13
2018,"12","13",113,93,10,12,6,11,6,5,6,13
2018,"12","14",95,101,10,12,5,10,4,5,7,12
2018,"12","15",81,87,7,13,10,9,3,4,7,10
2018,"12","16",61,53,17,10,7,8,2,3,14,10
2018,"12","17",77,95,10,10,13,12,4,4,13,12
2018,"12","18",104,95,6,12,8,10,2,4,10,13
2018,"12","19",85,91,18,11,4,10,3,4,10,13
2018,"12","20",103,86,14,11,12,11,4,4,11,13
2018,"12","21",113,98,10,13,5,10,5,3,8,13
2018,"12","22",81,85,14,14,11,9,7,4,8,10
2018,"12","23",69,52,12,11,9,8,2,3,5,10
2018,"12","24",87,95,14,12,7,10,7,4,9,12
2018,"12","25",48,53,18,10,3,8,2,4,8,10
2018,"12","26",87,84,13,12,8,10,4,4,9,12
2018,"12","27",81,83,13,12,3,10,2,4,10,13
2018,"12","28",92,89,6,13,7,10,1,4,7,12
2018,"12","29",64,78,17,14,4,8,4,4,8,10
2018,"12","30",38,46,6,10,7,8,2,3,11,10
2018,"12","31",55,83,8,10,6,9,2,4,11,13
